Texto;Ementa;Vereador;Data;Nota;isUtil
;DISPÕE SOBRE A OBRIGATORIEDADE DE INSTALAÇÃO DE SANITÁRIOS QUÍMICOS EM OBRAS DE CONSTRUÇÃO CIVIL NO MUNICÍPIO DE CAMPINAS E DÁ OUTRAS PROVIDÊNCIAS.;;2019;6;não
;DENOMINA PRAÇA LEONARDO FREDERICO UMA PRAÇA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;;2019;9;não
;VEDA A NOMEAÇÃO PARA CARGOS EM COMISSÃO DE PESSOAS QUE TENHAM SIDO CONDENADAS PELA LEI FEDERAL 11.340/2006, NO ÂMBITO DO MUNICÍPIO DE CAMPINAS.;;2019;1;sim
;DISPÕE SOBRE O DESEMBARQUE DOS USUÁRIOS DOS VEÍCULOS DO SISTEMA DE TRANSPORTE PÚBLICO COLETIVO DO MUNICÍPIO DE CAMPINAS.;;2019;2;sim
;DISPÕE SOBRE A INSTALAÇÃO, POR SOLICITAÇÃO DO CONSUMIDOR, DE EQUIPAMENTO ELIMINADOR DE AR NA TUBULAÇÃO DE ABASTECIMENTO DE ÁGUA DE IMÓVEIS DO MUNICÍPIO DE CAMPINAS.;;2019;6;não
;INSTITUI, NO ÂMBITO DO MUNICÍPIO DE CAMPINAS, A CONTRIBUIÇÃO FACULTATIVA EM PROL DAS ENTIDADES DE ASSISTÊNCIA SOCIAL.;;2019;6;não
;DENOMINA CENTRO DE SAÚDE JOSÉ ALFIO PIASON UM CENTRO DE SAÚDE DO MUNICÍPIO DE CAMPINAS.;;2019;9;não
;INSTITUI A SEMANA MUNICIPAL DA INCLUSÃO NAS ESCOLAS DE ENSINO FUNDAMENTAL DE CAMPINAS E DÁ OUTRAS PROVIDÊNCIAS.;;2019;10;não
;PERMITE A CONDUÇÃO DE PESSOAS ATENDIDAS PELO SERVIÇO DE ATENDIMENTO MÓVEL DE URGÊNCIA - SAMU PARA ESTABELECIMENTOS DE SAÚDE PRIVADOS.;;2019;2;sim
;DISPÕE SOBRE A OBRIGATORIEDADE DO USO DE LÂMPADAS DE LED (DIODO EMISSOR DE LUZ) NA REDE DE ILUMINAÇÃO PÚBLICA EM NOVOS LOTEAMENTOS E EMPREENDIMENTOS IMOBILIÁRIOS NO ÂMBITO DO MUNICÍPIO DE CAMPINAS, E DÁ OUTRAS PROVIDÊNCIAS.;;2019;6;não
;DENOMINA RUA JOSÉ HYPPOLITO FERREIRA UMA VIA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;;2019;9;não
;DENOMINA CENTRO DE SAÚDE MARIA APARECIDA JACINTHO UM CENTRO DE SAÚDE DO MUNICÍPIO DE CAMPINAS.;;2019;9;não
;DENOMINA CENTRO DE SAÚDE MARIA DA PENHA SILVA MANOEL UM CENTRO DE SAÚDE DO MUNICÍPIO DE CAMPINAS.;;2019;9;não
;"CRIA O PROGRAMA MUNICIPAL ""TESTE DE APTIDÃO VOCACIONAL"" NAS ESCOLAS PÚBLICAS MUNICIPAIS E DÁ OUTRAS PROVIDÊNCIAS.";;2019;12;não
;PROÍBE O COMPARTILHAMENTO, EM REDES SOCIAIS, DE FOTOGRAFIAS OU VÍDEOS DE VÍTIMAS FALECIDAS OU FERIDAS EM ACIDENTES DE QUALQUER NATUREZA NO TERRITÓRIO DA CIDADE DE CAMPINAS.;;2019;13;não
;AUTORIZA O CONSUMO DE MERENDA ESCOLAR POR PROFESSORES E DEMAIS SERVIDORES LOTADOS NAS UNIDADES DA REDE MUNICIPAL DE ENSINO, ONDE ELA É OFERECIDA AOS ALUNOS, E DÁ OUTRAS PROVIDÊNCIAS.;;2019;6;não
;DENOMINA RUA IRMÃ LAURETTE VACHON UMA VIA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;;2019;9;não
;DENOMINA RUA IRMÃ GENOVEVA OUVRARD UMA VIA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;;2019;9;não
;INSTITUI O ENSINO DE MÚSICA NA REDE MUNICIPAL DE ENSINO E DÁ OUTRAS PROVIDÊNCIAS.;;2019;12;não
;INSTITUI O ENSINO DE MÚSICA NA REDE MUNICIPAL DE ENSINO E DÁ OUTRAS PROVIDÊNCIAS.;;2019;12;não
;DISPÕE SOBRE A CRIAÇÃO DE BOLSÕES DE ESTACIONAMENTO EXCLUSIVOS PARA MOTOBOYS NAS VIAS PÚBLICAS DE CAMPINAS, E DÁ OUTRAS PROVIDÊNCIAS.;;2019;2;sim
;DISPÕE SOBRE A CRIAÇÃO DE BOLSÕES DE ESTACIONAMENTO EXCLUSIVOS PARA MOTOBOYS NAS VIAS PÚBLICAS DE CAMPINAS, E DÁ OUTRAS PROVIDÊNCIAS.;;2019;2;sim
;DISPÕE SOBRE A CRIAÇÃO DE BOLSÕES DE ESTACIONAMENTO EXCLUSIVOS PARA MOTOBOYS NAS VIAS PÚBLICAS DE CAMPINAS, E DÁ OUTRAS PROVIDÊNCIAS.;;2019;6;não
;ALTERA OS INCISOS I A II DO § 1º DO ART. 19, OS INCISOS I A IV DO § 2º DO ART. 19, O § 3º DO ART. 19, O CAPUT DO ART. 19-B E REVOGA O § 1º DO ART. 19-B, TODOS DA LEI MUNICIPAL Nº 11.111, DE 26 DE DEZEMBRO DE 2001, QUE DISPÕE SOBRE O IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - IPTU, E DÁ OUTRAS PROVIDÊNCIAS.;;2019;5;sim
;ASSEGURA MATRÍCULA AOS FILHOS, NETOS E DEPENDENTES LEGAIS DOS SERVIDORES DA ÁREA DA SAÚDE NAS ESCOLAS PÚBLICAS DA REDE MUNICIPAL DE ENSINO.;;2019;7;não
;INSTITUI A IMPLANTAÇÃO DE FAIXA DE RETENÇÃO E RECUO EXCLUSIVO PARA MOTOCICLETAS NAS VIAS PÚBLICAS EQUIPADAS COM SEMÁFOROS NO MUNICÍPIO DE CAMPINAS.;;2019;6;não
;INSTITUI A CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIA NO ÂMBITO DO MUNICÍPIO DE CAMPINAS E DÁ OUTRAS PROVIDÊNCIAS.;;2019;7;não
;DECLARA ÓRGÃO DE UTILIDADE PÚBLICA MUNICIPAL A ADRA - NÚCLEO PROFA. CÁSSIA RODRIGUES LASCA.;;2019;7;não
;GARANTE PRIORIDADE NOS PROGRAMAS HABITACIONAIS ÀS MULHERES VÍTIMAS DE VIOLÊNCIA DOMÉSTICA, DE TRÁFICO DE PESSOAS OU DE EXPLORAÇÃO SEXUAL.;;2019;7;não
;GARANTE PRIORIDADE NOS PROGRAMAS HABITACIONAIS ÀS MULHERES VÍTIMAS DE VIOLÊNCIA DOMÉSTICA, DE TRÁFICO DE PESSOAS OU DE EXPLORAÇÃO SEXUAL.;;2019;7;não
;DISPÕE SOBRE O FORNECIMENTO DE ABSORVENTES HIGIÊNICOS NAS ESCOLAS PÚBLICAS DO MUNICÍPIO DE CAMPINAS E DÁ OUTRAS PROVIDÊNCIAS.;;2019;6;não
;DISPÕE SOBRE O FORNECIMENTO DE ABSORVENTES HIGIÊNICOS NAS ESCOLAS PÚBLICAS DO MUNICÍPIO DE CAMPINAS E DÁ OUTRAS PROVIDÊNCIAS.;;2019;6;não
;DISPÕE SOBRE A CRIAÇÃO DE BANCO MUNICIPAL DE MATERIAIS ORTOPÉDICOS NO MUNICÍPIO DE CAMPINAS E DÁ OUTRAS PROVIDÊNCIAS.;;2019;8;não
;DECLARA ÓRGÃO DE UTILIDADE PÚBLICA MUNICIPAL A ASSOCIAÇÃO DE CULTURA, RECUPERAÇÃO E INTEGRAÇÃO SOCIAL SÓ VITÓRIA.;;2019;7;não
;DECLARA ÓRGÃO DE UTILIDADE PÚBLICA MUNICIPAL O TERREIRO DE UMBANDA DA VÓ BENEDITA DO CONGO.;;2019;7;não
;DISPÕE SOBRE A DISTRIBUIÇÃO DE ALIMENTOS INDUSTRIALIZADOS, PREPARADOS OU IN NATURA EXCEDENTE DA MERENDA ESCOLAR PARA ALUNOS CARENTES DA REDE PÚBLICA DE ENSINO NO MUNICÍPIO DE CAMPINAS.;;2019;6;não
;INSTITUI, NO ÂMBITO DO MUNICÍPIO DE CAMPINAS, O MÊS DEZEMBRO FAIXA PRETA E DÁ OUTRAS PROVIDÊNCIAS.;;2019;10;não
;VEDA A NOMEAÇÃO DE PESSOAS QUE TENHAM SIDO CONDENADAS COM BASE NA LEI FEDERAL Nº 7.716, DE 5 DE JANEIRO DE 1989, PARA CARGOS EM COMISSÃO NO ÂMBITO DO MUNICÍPIO DE CAMPINAS.;;2019;9;não
;DENOMINA PRAÇA EXPEDICIONÁRIO JOÃO DARBELLO JUNIOR UMA ÁREA VERDE DO MUNICÍPIO DE CAMPINAS.;;2019;9;não
;DENOMINA PRAÇA JAIME GREGORIO DA COSTA UMA PRAÇA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;;2019;9;não
;DISPÕE SOBRE O CADASTRO ÚNICO DIGITAL NO MUNICÍPIO DE CAMPINAS E DÁ OUTRAS PROVIDÊNCIAS.;;2019;6;não
;DISPÕE SOBRE O CADASTRO ÚNICO DIGITAL NO MUNICÍPIO DE CAMPINAS E DÁ OUTRAS PROVIDÊNCIAS.;;2019;6;não
;DISPÕE SOBRE A SUBSTITUIÇÃO DE COPOS DESCARTÁVEIS POR COPOS FEITOS DE MATERIAIS COMPROVADAMENTE BIODEGRADÁVEIS EM TODOS OS ÓRGÃOS DA ADMINISTRAÇÃO PÚBLICA DO MUNICÍPIO DIRETA OU INDIRETA E NA CÂMARA MUNICIPAL.;;2019;14;não
;DISPÕE SOBRE A CRIAÇÃO DE BOLSÕES E/OU ESPAÇOS PÚBLICOS ADEQUADOS PARA O ESTACIONAMENTO E REPOUSO DE MOTOBOYS, CICLISTAS E DEMAIS PROFISSIONAIS QUE FAZEM ENTREGAS NO MUNICÍPIO DE CAMPINAS.;;2019;2;sim
;"DISPÕE SOBRE A APLICAÇÃO DE PENALIDADES À PRATICA DE ""ASSÉDIO MORAL"" NAS DEPENDÊNCIAS DA ADMINISTRAÇÃO PÚBLICA MUNICIPAL DIRETA E INDIRETA POR SERVIDORES PÚBLICOS MUNICIPAIS.";;2019;6;não
;INSTITUI O DIA BRANCO E VERMELHO, NO ÂMBITO DO MUNICÍPIO DE CAMPINAS, PARA A CONSCIENTIZAÇÃO SOBRE A SURDO-CEGUEIRA.;;2019;10;não
;OBRIGA OS POSTOS DE GASOLINA DO MUNICÍPIO DE CAMPINAS A IMPLANTAR MANGUEIRAS TRANSPARENTES EM SUAS BOMBAS DE COMBUSTÍVEL.;;2019;6;não
;DENOMINA RUA JOSÉ GUILHERME ANTUNES UMA VIA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;;2019;9;não
;DENOMINA RUA MARIA PALMEIRAS RIBEIRO UMA VIA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;;2019;9;não
;DISPÕE SOBRE AS MEDIDAS A SEREM ADOTADAS EM CASOS DE VIOLÊNCIA CONTRA PROFISSIONAIS DA EDUCAÇÃO OCORRIDOS NAS UNIDADES EDUCACIONAIS NO ÂMBITO DO MUNICÍPIO DE CAMPINAS.;;2019;2;sim
;DENOMINA PRAÇA ANTÔNIO FERREIRA UMA PRAÇA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;;2019;9;não
;DISPÕE SOBRE A PUBLICAÇÃO DO RELATÓRIO SIMPLIFICADO DE ARRECADAÇÃO TRIBUTÁRIA MUNICIPAL – RSATM E DÁ OUTRAS PROVIDÊNCIAS.;;2019;1;sim
;PERMITE A CONDUÇÃO DE PESSOAS ATENDIDAS PELO SERVIÇO DE ATENDIMENTO MÓVEL DE URGÊNCIA - SAMU PARA ESTABELECIMENTOS DE SAÚDE PRIVADOS, E DÁ OUTRAS PROVIDÊNCIAS.;;2019;2;sim
;INCLUI O DIA MUNICIPAL DO SISTEMA BRAILLE NO CALENDÁRIO OFICIAL DO MUNICÍPIO, A SER CELEBRADO, ANUALMENTE, NO DIA 8 DE ABRIL.;;2019;10;não
;INCLUI O DIA MUNICIPAL DO SISTEMA BRAILLE NO CALENDÁRIO OFICIAL DO MUNICÍPIO, A SER CELEBRADO, ANUALMENTE, NO DIA 8 DE ABRIL.;;2019;10;não
;INTEGRA O DIA DA IMIGRAÇÃO JAPONESA AO CALENDÁRIO OFICIAL DE DATAS E EVENTOS DO MUNICÍPIO DE CAMPINAS.;;2019;10;não
;INTEGRA O DIA DA IMIGRAÇÃO JAPONESA AO CALENDÁRIO OFICIAL DE DATAS E EVENTOS DO MUNICÍPIO DE CAMPINAS.;;2019;10;não
;DISPÕE SOBRE A OBRIGATORIEDADE DE A EMPRESA MUNICIPAL DE DESENVOLVIMENTO DE CAMPINAS S/A - EMDEC DIVULGAR, POR MEIO DA INTERNET, PLANILHAS DE CUSTOS QUE EMBASAM CADA REAJUSTE DO VALOR DAS TARIFAS DO TRANSPORTE PÚBLICO COLETIVO.;;2019;1;sim
;DISPÕE SOBRE A ORGANIZAÇÃO E O FUNCIONAMENTO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE, DOS SERVIÇOS DE TERAPIA E DOS PROCEDIMENTOS MÉDICOS E ODONTOLÓGICOS DE CARÁTER COMPLEMENTAR NO MUNICÍPIO DE CAMPINAS E DÁ OUTRAS PROVIDÊNCIAS.;;2019;6;não
;DENOMINA PRAÇA LIBERATO DE MORAIS UMA PRAÇA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;;2019;9;não
;DENOMINA PRAÇA NILSON DIMARZIO UM SISTEMA DE LAZER DO MUNICÍPIO DE CAMPINAS.;;2019;9;não
;ACRESCENTA DISPOSITIVO À LEI Nº 15.539, DE 15 DE DEZEMBRO DE 2017, QUE “DISPÕE SOBRE O SERVIÇO REMUNERADO PARA TRANSPORTE INDIVIDUAL DE PASSAGEIROS OFERECIDO E SOLICITADO EXCLUSIVAMENTE POR APLICATIVOS, SÍTIOS OU PLATAFORMAS TECNOLÓGICAS LIGADOS À REDE MUNDIAL DE COMPUTADORES”.;;2019;11;não
;DENOMINA CENTRO DE SAÚDE MARIA CECÍLIA RAMOS DE OLIVEIRA UM CENTRO DE SAÚDE DO MUNICÍPIO DE CAMPINAS.;;2019;9;não
;REVOGA A LEI Nº 15.159, DE 17 DE MARÇO DE 2016, QUE “DISPÕE SOBRE A DIVULGAÇÃO OSTENSIVA DO ART. 52, §§ 1º E 2º, DO CÓDIGO DE DEFESA DO CONSUMIDOR NOS ESTABELECIMENTOS QUE OFEREÇAM OUTORGA DE CRÉDITO OU CONCESSÃO DE FINANCIAMENTO NO FORNECIMENTO DE PRODUTOS OU SERVIÇOS”.;;2019;11;não
;ACRESCE E ALTERA DISPOSITIVOS DA LEI Nº 15.449, DE 28 DE JUNHO DE 2017, PARA ESTABELECER O DIREITO DE AS PESSOAS COM DEFICIÊNCIAS OU COM NECESSIDADES ESPECIAIS SEREM ACOMPANHADAS POR CÃES DE ASSISTÊNCIA, QUE LHES AUXILIEM EM SUAS DEFICIÊNCIAS E NECESSIDADES.;;2019;7;não
;DENOMINA PRAÇA SEBASTIÃO GONÇALVES COELHO UM REMANESCENTE DE PRAÇA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;;2019;9;não
;DISPÕE SOBRE A OBRIGATORIEDADE DE DISPONIBILIZAÇÃO DE BANHEIROS QUÍMICOS NAS FEIRAS LIVRES SITUADAS NO MUNICÍPIO DE CAMPINAS.;;2019;6;não
;DENOMINA PRAÇA DURVAL GETULIO VARGAS BIONDI UMA PRAÇA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;;2019;9;não
;DENOMINA PRAÇA DURVAL GETULIO VARGAS BIONDI UMA PRAÇA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;;2019;9;não
;"CRIA O PROGRAMA ""CRECHE PARA IDOSO"", OBJETIVANDO PROPORCIONAR AO IDOSO ACOLHIMENTO, ABRIGO DIURNO, CUIDADOS, PROTEÇÃO E CONVIVÊNCIA ADEQUADOS A SUAS NECESSIDADES, E DÁ OUTRAS PROVIDÊNCIAS.";;2019;7;não
;DETERMINA A TRADUÇÃO PARA A LÍNGUA PORTUGUESA DE PROPAGANDAS EM OUTROS IDIOMAS EXPOSTAS NO MUNICÍPIO DE CAMPINAS.;;2019;11;não
;INSTITUI A SEMANA DOS ESPORTES ELETRÔNICOS PLAY HARD NO ÂMBITO DO MUNICÍPIO DE CAMPINAS E DÁ OUTRAS PROVIDÊNCIAS.;;2019;10;não
;INSTITUI A SEMANA DOS ESPORTES ELETRÔNICOS PLAY HARD NO ÂMBITO DO MUNICÍPIO DE CAMPINAS E DÁ OUTRAS PROVIDÊNCIAS.;;2019;10;não
;INSTITUI A SEMANA DOS ESPORTES ELETRÔNICOS PLAY HARD NO ÂMBITO DO MUNICÍPIO DE CAMPINAS E DÁ OUTRAS PROVIDÊNCIAS.;;2019;10;não
;INSTITUI A SEMANA DOS ESPORTES ELETRÔNICOS PLAY HARD NO ÂMBITO DO MUNICÍPIO DE CAMPINAS E DÁ OUTRAS PROVIDÊNCIAS.;;2019;10;não
;DENOMINA PRAÇA ZILDA MELLO SMILGYS UMA PRAÇA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;;2019;9;não
;DECLARA ÓRGÃO DE UTILIDADE PÚBLICA MUNICIPAL A ASSOCIAÇÃO CIVIL JOVENS CUMPRINDO SUA MISSÃO, JCM.;;2019;7;não
;DENOMINA RUA JOSÉ LATARO UMA VIA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;;2019;9;não
;DENOMINA PRAÇA ROBERTO ANGELO CASTELLO UMA ÁREA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;;2019;9;não
;INSTITUI, NO ÂMBITO DO MUNICÍPIO DE CAMPINAS, O PROGRAMA DISQUE CAMPINAS SEM CEROL E DÁ OUTRAS PROVIDÊNCIAS.;;2019;12;não
;INSTITUI A CAMPANHA DE CONSCIENTIZAÇÃO E INCENTIVO À DOAÇÃO DE CABELOS PARA PESSOAS COM ALOPECIA DECORRENTE DE QUIMIOTERAPIA.;;2019;12;não
;INSTITUI PROGRAMA DE FORMAÇÃO PARA CAPACITAR OS PROFISSIONAIS DE EDUCAÇÃO DAS UNIDADES ESCOLARES QUE ATENDAM ÀS CRIANÇAS EM SITUAÇÃO DE RISCO E AOS ADOLESCENTES EM LIBERDADE ASSISTIDA OU VIGIADA.;;2019;12;não
;ACRESCENTA OS PARÁGRAFOS 2º E 3º AO ART. 1º DA LEI Nº 6.726, DE 06 DE NOVEMBRO DE 1991, QUE AUTORIZA O EXECUTIVO A CRIAR O PROGRAMA DE RECICLAGEM DE RESÍDUOS DE VIDRO .;;2019;6;não
;OBRIGA A COLOCAÇÃO DE CÂMERAS DE MONITORAMENTO NAS ESTAÇÕES DO BRT (BUS RAPID TRANSIT), OU TRANSPORTE RÁPIDO POR ÔNIBUS, NO MUNICÍPIO DE CAMPINAS E DÁ OUTRAS PROVIDÊNCIAS.;;2019;6;não
;INSTITUI A OBRIGATORIEDADE DA UTILIZAÇÃO DE LÂMPADAS DE LEDS NA REDE DE ILUMINAÇÃO PÚBLICA NA CIDADE DE CAMPINAS.;;2019;6;não
;DENOMINA PRAÇA ISMAIL ESSOP HATIA UMA PRAÇA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;;2019;9;não
;DENOMINA PRAÇA CONSTRUTOR DOMINGOS NICOLUCCI UMA PRAÇA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;;2019;9;não
;DENOMINA PRAÇA ARLINDO DE GODOY UMA PRAÇA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;;2019;9;não
;DENOMINA RUA AUGUSTA BERNARDES MOREIRA UMA VIA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;;2019;9;não
;ALTERA DISPOSITIVOS DA LEI Nº 11.320, DE 26 DE JULHO DE 2002, QUE “CRIA O CONSELHO INTEGRADO DE SEGURANÇA PÚBLICA E DE DEFESA DA VIDA EM CAMPINAS E DÁ OUTRAS PROVIDÊNCIAS”.;;2019;14;não
;DENOMINA VIADUTO PREFEITO FRANCISCO AMARAL UM VIADUTO DO MUNICÍPIO DE CAMPINAS.;;2019;9;não
;DENOMINA VIADUTO PREFEITO FRANCISCO AMARAL UM VIADUTO DO MUNICÍPIO DE CAMPINAS.;;2019;9;não
;DISPÕE SOBRE AS PUBLICAÇÕES EMPRESARIAIS OBRIGATÓRIAS NO ÂMBITO DO MUNICÍPIO DE CAMPINAS.;;2019;3;sim
;DISPÕE SOBRE A PROIBIÇÃO, NO MUNICÍPIO DE CAMPINAS, DO CONSUMO DE CIGARROS, CIGARRILHAS, CHARUTOS, CACHIMBOS E QUALQUER OUTRO PRODUTO FUMÍGENO, DERIVADO OU NÃO DO TABACO, EM PRAÇAS, PARQUES E DEMAIS LOCAIS AO AR LIVRE, DESTINADOS À PRÁTICA ESPORTIVA OU AO LAZER, ENTRE OUTROS FINS, E DÁ OUTRAS PROVIDÊNCIAS.;;2019;13;não
;ALTERA A DENOMINAÇÃO DE PRAÇA PÚBLICA PARA PRAÇA PATRICK RANIERY ALVES SILVA SOUZA.;;2019;9;não
;DENOMINA PRAÇA JOÃO ALVES DE CAMPOS UM SISTEMA DE LAZER DO MUNICÍPIO DE CAMPINAS.;;2019;9;não
;DENOMINA PRAÇA ANTONIO CARLOS BALTAZAR - PINDUCA O REMANESCENTE DE UMA PRAÇA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;;2019;9;não
;INSTITUI, NO CALENDÁRIO OFICIAL DO MUNICÍPIO, O DIA DO SOCIÓLOGO E DÁ OUTRAS PROVIDÊNCIAS.;;2019;10;não
;DISPÕE NO ÂMBITO DO MUNICÍPIO DE CAMPINAS A IMPLANTAÇÃO DE CABEAMENTO SUBTERRÂNEO.;;2019;6;não
;DISPÕE NO ÂMBITO DO MUNICÍPIO DE CAMPINAS A IMPLANTAÇÃO DE CABEAMENTO SUBTERRÂNEO.;;2019;6;não
;DISPÕE NO ÂMBITO DO MUNICÍPIO DE CAMPINAS A IMPLANTAÇÃO DE CABEAMENTO SUBTERRÂNEO.;;2019;6;não
;DISPÕE SOBRE A IMPLANTAÇÃO DO PROGRAMA EDUCAÇÃO COMPORTAMENTAL NAS ESCOLAS PÚBLICAS E PARTICULARES NO ÂMBITO DO MUNICÍPIO DE CAMPINAS.;;2019;12;não
;DENOMINA PRAÇA SÉRGIO NEJELSCHI UM SISTEMA DE LAZER DO MUNICÍPIO DE CAMPINAS.;;2019;9;não
;ALTERA O INCISO I DO ART. 2º DA LEI Nº 15.766, DE 29 DE MAIO DE 2019, QUE “DETERMINA A AFIXAÇÃO DE CARTAZ INFORMANDO OS NÚMEROS DE TELEFONE, OS SITES E OS ENDEREÇOS DE CONSELHOS TUTELARES NOS ESTABELECIMENTOS DE ENSINO REGULAR PÚBLICOS E PRIVADOS DO MUNICÍPIO DE CAMPINAS”.;;2019;11;não
;DENOMINA PRAÇA DANTE CORBANI CHAGAS UMA PRAÇA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;;2019;9;não
;PROÍBE A COMERCIALIZAÇÃO, A IMPORTAÇÃO E A PUBLICIDADE DE QUAISQUER DISPOSITIVOS ELETRÔNICOS FUMÍGENOS.;;2019;13;não
;INSTITUI O BANCO MUNICIPAL DE ÓCULOS PROVENIENTES DE DOAÇÕES DE PESSOAS FÍSICAS E JURÍDICAS PARA DESTINAÇÃO À PESSOAS CARENTES.;;2019;6;não
;DISPÕE SOBRE A GRATUIDADE POR ATÉ DUAS HORAS DE ESTACIONAMENTO NOS ESPAÇOS PÚBLICOS DO MUNICÍPIO CONCEDIDOS OU NÃO À INCIATIVA PRIVADA ÀS PESSOAS COM 60 ANOS OU MAIS E AOS DEFICIENTES.;;2019;7;não
;DECLARA ÓRGÃO DE UTILIDADE PÚBLICA MUNICIPAL A ASSOCIAÇÃO EVANGÉLICA BENEFICENTE DAVID ROWE.;;2019;7;não
;DISPÕE SOBRE A IMPLANTAÇÃO DO PROGRAMA MÓVEL E ITINERANTE DE CADASTRO DE DOADORES DE ÓRGÃOS, TECIDOS E MEDULA ÓSSEA NO MUNICÍPIO DE CAMPINAS.;;2019;12;não
;INSTITUI, NO MUNICÍPIO DE CAMPINAS, O USO DA BENGALA VERDE COMO INSTRUMENTO AUXILIAR DE ORIENTAÇÃO, APOIO E MOBILIDADE E PARA A IDENTIFICAÇÃO DE PESSOAS DIAGNOSTICADAS COM BAIXA VISÃO, E DÁ OUTRAS PROVIDÊNCIAS.;;2019;7;não
;DISPÕE SOBRE A OBRIGATORIEDADE DE AFIXAÇÃO DE SINALIZAÇÃO DE PISO TÁTIL NAS DEPENDÊNCIAS DOS ÓRGÃOS PÚBLICOS MUNICIPAIS E PRAÇAS PARA POSSIBILITAR A ACESSIBILIDADE DA PESSOA COM DEFICIÊNCIA VISUAL E DÁ OUTRAS PROVIDÊNCIAS.;;2019;11;não
;INSTITUI O DIA MUNICIPAL DOS POVOS INDÍGENAS NO CALENDÁRIO OFICIAL DO MUNICÍPIO E DÁ OUTRAS PROVIDÊNCIAS.;;2019;10;não
;DISPÕE SOBRE NORMAS RELATIVAS À LIVRE INICIATIVA, AO LIVRE EXERCÍCIO DE ATIVIDADE ECONÔMICA E À ATIVIDADE REGULATÓRIA DO MUNICÍPIO.;;2019;4;sim
;DISPÕE SOBRE A OBRIGATORIEDADE DOS HIPERMERCADOS, SUPERMERCADOS E ESTABELECIMENTOS COMERCIAIS CONGÊNERES DO MUNICÍPIO DE CAMPINAS, DE DISPONIBILIZAREM FUNCIONÁRIOS CAPACITADOS PARA AUXILIAREM AS PESSOAS COM DEFICIÊNCIA VISUAL A EFETUAREM SUAS COMPRAS E DÁ OUTRAS PROVIDÊNCIAS.;;2019;7;não
;DENOMINA PARQUE ECOLÓGICO BENEVENUTO TILLI UM REMANESCENTE DE PRAÇA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;;2019;9;não
;DENOMINA PRAÇA JOSÉ LUIZ CEZAR - ZEBA UM SISTEMA DE LAZER DO MUNICÍPIO DE CAMPINAS.;;2019;9;não
;INSTITUI O PROGRAMA HABITACIONAL DO SERVIDOR PÚBLICO EFETIVO DO MUNICÍPIO DE CAMPINAS NO ÂMBITO DO PROGRAMA MINHA CASA, MINHA VIDA.;;2019;7;não
;INCLUI NO CALENDÁRIO OFICIAL DO MUNICÍPIO DE CAMPINAS A SEMANA DE PREVENÇÃO DA FEBRE MACULOSA BRASILEIRA E DÁ OUTRAS PROVIDÊNCIAS.;;2019;10;não
;DISPÕE SOBRE A OBRIGATORIEDADE DA IMPLANTAÇÃO DO PROGRAMA DE COLETA DE ÓLEO DE COZINHA USADO EM TODAS AS RESIDÊNCIAS NO ÂMBITO DO MUNICÍPIO DE CAMPINAS.;;2019;12;não
;ESTABELECE O CONTROLE SOBRE A COMERCIALIZAÇÃO DE ÁCIDOS A PESSOAS FÍSICAS E JURÍDICAS NOS ESTABELECIMENTOS LOCALIZADOS NO MUNICÍPIO E DÁ OUTRAS PROVIDÊNCIAS.;;2019;13;não
;ASSEGURA AO ALUNO COM DEFICIÊNCIA A MATRÍCULA NA ESCOLA DA REDE PÚBLICA MUNICIPAL DE ENSINO MAIS PRÓXIMA DE SUA RESIDÊNCIA, BEM COMO A ACESSIBILIDADE E O ENSINO ADEQUADO, POR MEIO DE PROFESSORES HABILITADOS PARA SEU DEVIDO ACOLHIMENTO.;;2019;7;não
;ESTABELECE A RESERVA DE ASSENTOS PREFERENCIAIS PARA IDOSOS, GESTANTES, OBESOS, LACTANTES E PESSOAS COM DEFICIÊNCIA OU COM MOBILIDADE REDUZIDA EM TERMINAIS E PONTOS DE PARADA DE ÔNIBUS MUNICIPAIS.;;2019;7;não
